Product,Product_Brand,Item_Category,Subcategory_1,Subcategory_2,Item_Rating,Date,Selling_Price
P-8209,B-1157,clothing,women s clothing,lingerie sleep swimwear,2.6,01-07-2016,568
P-4470,B-1177,home decor festive needs,table decor handicrafts,showpieces,1.3,01-04-2014,642
P-2210,B-3078,clothing,women s clothing,western wear,3,01-07-2019,840
P-5092,B-3078,beauty and personal care,fragrances,deodorants,2.2,12-01-2018,346
P-3691,B-945,automotive,accessories spare parts,car bike lighting,4.4,03-11-2018,2108
P-101,B-23,clothing,men s clothing,accessories combo sets,4.1,18-04-2017,297
P-3103,B-797,mobiles accessories,mobile accessories,headphones,3.6,03-11-2017,3506
P-4275,B-3078,bags wallets belts,bags,hand bags,4.7,01-01-2018,391
P-6943,B-3078,clothing,women s clothing,western wear,4.4,12-12-2017,343
P-9838,B-3078,footwear,women s footwear,wedges,2.9,29-12-2019,597
P-2810,B-726,tools hardware,tools,gardening tools,4.8,01-07-2017,860
P-748,B-133,automotive,accessories spare parts,car interior exterior,4.9,12-01-2019,1593
P-9030,B-2312,toys school supplies,school supplies,umbrellas,2.5,03-03-2018,322
P-11342,B-3009,automotive,accessories spare parts,car bike styling,3.6,03-03-2013,2692
P-12212,B-3260,jewellery,necklaces chains,necklaces,4.1,12-01-2015,188
P-6221,B-1638,home decor festive needs,showpieces,ethnic,1.6,12-01-2015,5543
P-1491,B-274,baby care,baby bath skin,baby body wash,4,28-03-2013,1248
P-5271,B-1407,clothing,kids clothing,girls wear,2.1,03-11-2019,596
P-5368,B-1431,jewellery,rings,unknown,3.1,01-01-2020,25205
P-8447,B-2224,baby care,infant wear,baby girls clothes,1.9,16-03-2016,772
P-10188,B-2701,mobiles accessories,tablet accessories,cases covers,4.3,31-12-2019,256
P-9960,B-2607,clothing,women s clothing,formal wear,3.5,19-03-2016,797
P-4969,B-3078,clothing,women s clothing,western wear,4.7,12-01-2015,891
P-4466,B-1176,computers,laptop accessories,batteries,2.3,01-07-2014,1295
P-9041,B-2316,home furnishing,bed linen,blankets quilts dohars,1.6,01-01-2017,1498
P-5214,B-3078,clothing,women s clothing,western wear,4.4,12-01-2017,690
P-11164,B-3078,watches,wrist watches,timewel wrist watches,1.3,01-07-2016,848
P-1476,B-267,automotive,accessories spare parts,car bike lighting,3.9,24-04-2014,285
P-744,B-133,automotive,accessories spare parts,car interior exterior,1.3,12-01-2018,1591
P-2823,B-730,jewellery,necklaces chains,necklaces,4,03-10-2013,1687
P-8905,B-2305,jewellery,nose rings studs,radhesh creation crystal yellow gold plated bras,4,14-03-2020,391
P-205,B-57,home decor festive needs,showpieces,abhushan showpieces,3.7,01-01-2014,694
P-7927,B-2114,mobiles accessories,mobile accessories,earphone cable organizers,4.6,04-02-2015,493
P-11880,B-3078,clothing,men s clothing,t shirts,3.2,01-07-2020,495
P-1793,B-390,tools hardware,tools,gardening tools,5,01-07-2013,498
P-4560,B-3078,clothing,women s clothing,western wear,4.6,31-12-2017,345
P-3778,B-973,tools hardware,tools,gardening tools,4.2,01-07-2016,438
P-11433,B-2201,clothing,women s clothing,lingerie sleep swimwear,3.7,01-07-2016,439
P-6546,B-2372,clothing,men s clothing,shirts,1.5,12-03-2012,893
P-6075,B-1597,home improvement,lawn gardening,plants,2.1,01-07-2017,168
P-3658,B-3078,watches,wrist watches,fastrack wrist watches,4,01-07-2020,643
P-492,B-119,kitchen dining,coffee mugs,akup coffee mugs,2.2,20-03-2017,251
P-5751,B-1517,jewellery,rings,unknown,2.8,01-01-2014,18047
P-894,B-133,automotive,accessories spare parts,car interior exterior,1.3,12-01-2017,913
P-10437,B-2741,automotive,accessories spare parts,car interior exterior,1.8,21-04-2014,353
P-11718,B-3146,clothing,women s clothing,fusion wear,4.8,25-04-2014,993
P-7310,B-3078,clothing,kids clothing,girls wear,2.4,01-06-2020,961
P-7477,B-2001,clothing,women s clothing,ethnic wear,1.1,03-02-2014,1589
P-9283,B-3078,watches,wrist watches,ridas wrist watches,4.4,31-12-2017,298
P-9410,B-3078,sports fitness,other sports,skating,2.5,01-04-2017,4499
P-1095,B-165,pens stationery,office supplies,amy office supplies,2.7,29-12-2018,240
P-4669,B-1237,mobiles accessories,tablet accessories,cases covers,4.5,01-01-2017,1193
P-2549,B-634,watches,watch accessories,wrist bands,4.3,06-05-2016,143
P-5054,B-1333,clothing,women s clothing,western wear,4.8,03-03-2020,2307
P-3225,B-838,clothing,men s clothing,cargos shorts 3 4ths,4.8,27-05-2019,493
P-5690,B-1517,jewellery,rings,unknown,1.1,01-01-2013,27961
P-1933,B-410,mobiles accessories,tablet accessories,cases covers,2.3,01-07-2013,696
P-9963,B-2608,sports fitness,fitness accessories,mats,3.4,18-04-2014,425
P-6887,B-3078,watches,wrist watches,maxima wrist watches,3.6,01-07-2017,894
P-11244,B-2971,kitchen dining,cookware,pots pans,5,12-01-2018,301
P-2647,B-667,mobiles accessories,tablet accessories,cases covers,4.6,01-01-2015,1684
P-3462,B-2372,clothing,women s clothing,western wear,1.1,30-12-2014,411
P-7892,B-2102,clothing,women s clothing,formal wear,4.9,06-02-2018,906
P-6073,B-1596,automotive,car bike accessories,car interior exterior,4.3,22-06-2017,991
P-4703,B-1251,home furnishing,curtains accessories,curtains,4.9,31-12-2012,1331
P-3910,B-3078,clothing,women s clothing,western wear,2.4,01-01-2020,281
P-8821,B-2274,bags wallets belts,bags,hand bags,4.7,03-02-2013,3989
P-7429,B-1993,computers,network components,routers,5,12-01-2017,4243
P-10379,B-2741,automotive,accessories spare parts,spares performance parts,2.3,03-12-2019,586
P-10935,B-2895,computers,network components,routers,4.4,12-01-2013,1675
P-6758,B-1793,jewellery,rings,manirathnum ruby gemstone silver ring sterling s,1.1,28-03-2020,744
P-12150,B-3238,clothing,kids clothing,boys wear,2.9,04-02-2014,830
P-4168,B-3078,footwear,women s footwear,casual shoes,4.1,12-04-2015,491
P-5688,B-1517,jewellery,rings,unknown,1.7,01-01-2018,28960
P-3897,B-3078,beauty and personal care,fragrances,deodorants,5,12-01-2019,376
P-6109,B-1614,jewellery,bangles bracelets armlets,bangles,4.2,12-12-2013,331
P-5677,B-1517,jewellery,rings,unknown,2.3,01-01-2017,25297
P-9537,B-1154,clothing,women s clothing,lingerie sleep swimwear,3.1,01-07-2013,201
P-2066,B-3078,clothing,women s clothing,ethnic wear,1.3,12-01-2019,294
P-4558,B-3078,clothing,men s clothing,winter seasonal wear,2.8,29-12-2012,1296
P-490,B-119,kitchen dining,coffee mugs,akup coffee mugs,4.1,20-03-2019,249
P-4397,B-1145,sports fitness,fitness accessories,mats,1.2,18-04-2013,1062
P-11839,B-3185,home decor festive needs,wall decor clocks,paintings,4.5,31-12-2012,1939
P-7739,B-2059,mobiles accessories,mobile accessories,chargers,4.8,29-04-2017,345
P-1325,B-219,home furnishing,curtains accessories,curtains,2.3,03-03-2018,699
P-5675,B-1516,clothing,women s clothing,ethnic wear,4.7,13-06-2014,417
P-8265,B-3078,watches,wrist watches,perucci wrist watches,4.5,12-12-2015,491
P-4119,B-1065,jewellery,rings,unknown,3.7,01-07-2015,467
P-4315,B-1116,clothing,women s clothing,western wear,1.8,06-07-2016,823
P-6858,B-3078,watches,wrist watches,maxima wrist watches,2.2,01-07-2019,692
P-11174,B-3078,watches,wrist watches,timewel wrist watches,4.1,01-07-2015,760
P-10018,B-2632,mobiles accessories,mobile accessories,headphones,3.2,01-07-2017,244
P-7528,B-3078,beauty and personal care,fragrances,deodorants,1.4,12-01-2014,390
P-761,B-133,automotive,accessories spare parts,car interior exterior,4.3,12-01-2014,1590
P-3593,B-927,jewellery,bangles bracelets armlets,bracelets,4.6,01-04-2015,231
P-5866,B-1533,kitchen dining,kitchen tools,kitchen implements,1.2,12-01-2012,139
P-306,B-82,home furnishing,cushions pillows covers,cushion covers,1.4,03-07-2019,383
P-12258,B-3269,mobiles accessories,mobile accessories,chargers,2.3,25-03-2015,265
P-8620,B-3078,kitchen dining,coffee mugs,printland coffee mugs,4.2,12-01-2018,297
P-268,B-2679,clothing,women s clothing,western wear,2.1,30-12-2018,490
P-6751,B-1793,jewellery,rings,manirathnum manirathnum garnet gemstone silver r,1.7,28-03-2016,471
P-4151,B-1076,mobiles accessories,mobile accessories,cables,2.1,03-07-2019,193
P-8436,B-2355,clothing,women s clothing,lingerie sleep swimwear,4.4,01-07-2019,325
P-5359,B-1430,jewellery,rings,unknown,4.6,01-06-2017,9842
P-9680,B-2517,say uv sterilizer solid filter cartridge 0 pac,unknown,unknown,4.8,05-10-2017,397
P-5861,B-2372,clothing,men s clothing,shirts,5,12-06-2013,490
P-151,B-41,jewellery,necklaces chains,necklaces,3.5,12-01-2012,593
P-5055,B-1334,jewellery,necklaces chains,necklaces,2.8,12-01-2013,298
P-8469,B-3078,clothing,women s clothing,ethnic wear,4.2,29-12-2018,549
P-3827,B-985,cameras accessories,camera accessories,lens hoods,2.5,29-12-2017,4894
P-6446,B-3078,sports fitness,team sports,basketball,2.8,29-12-2012,2092
P-1745,B-372,automotive,accessories spare parts,spares performance parts,1.8,04-10-2016,1190
P-11856,B-3231,clothing,women s clothing,lingerie sleep swimwear,2.4,01-07-2014,292
P-921,B-133,automotive,accessories spare parts,car interior exterior,4.1,12-01-2013,919
P-2130,B-3078,clothing,women s clothing,western wear,3.4,30-12-2016,493
P-8630,B-3078,kitchen dining,coffee mugs,printland coffee mugs,3.7,12-01-2013,299
P-8163,B-3078,clothing,women s clothing,western wear,5,12-01-2019,828
P-3148,B-810,tools hardware,tools,gardening tools,2.4,01-07-2020,491
P-906,B-133,automotive,accessories spare parts,car interior exterior,3.9,12-01-2013,913
P-7674,B-3078,clothing,men s clothing,t shirts,3.8,13-12-2014,499
P-9673,B-2515,tools hardware,tools,tool accessories,4.2,29-12-2017,155
P-6414,B-1668,home improvement,electricals,switches accessories,2,12-01-2017,211
P-5583,B-1481,jewellery,bangles bracelets armlets,bracelets,3.8,01-04-2015,415
P-11671,B-3132,automotive,accessories spare parts,car interior exterior,2,25-03-2015,896
P-453,B-107,toys school supplies,learning educational toys,aimedu toy learning educational toys,2.3,24-05-2018,2843
P-6169,B-3078,clothing,women s clothing,western wear,1.1,12-01-2014,849
P-9013,B-2307,jewellery,rings,unknown,1.6,01-01-2019,27645
P-8331,B-2184,pet supplies,pet apparel,petto raincoat for dog cat grey green,4.5,03-05-2020,2648
P-2825,B-732,home kitchen,home appliances,lightings,5,03-11-2013,295
P-5152,B-3231,clothing,women s clothing,lingerie sleep swimwear,4.8,01-07-2018,291
P-873,B-133,automotive,accessories spare parts,car interior exterior,3.7,12-01-2013,920
P-11,B-1,automotive,accessories spare parts,car interior exterior,3,12-01-2016,1451
P-5105,B-2679,clothing,men s clothing,shirts,3.1,12-06-2019,993
P-6772,B-3078,footwear,women s footwear,casual shoes,2.6,12-12-2017,826
P-993,B-133,automotive,accessories spare parts,car interior exterior,2.6,12-01-2019,1378
P-4280,B-334,clothing,women s clothing,lingerie sleep swimwear,3.2,01-07-2013,425
P-8205,B-2679,clothing,men s clothing,shirts,1.9,12-12-2015,1497
P-6803,B-1811,home decor festive needs,showpieces,marwar showpieces,3.3,12-01-2012,5094
P-171,B-2679,clothing,women s clothing,western wear,2.1,30-12-2017,479
P-10256,B-3078,watches,wrist watches,sonata wrist watches,2.4,01-07-2016,990
P-8021,B-3078,beauty and personal care,combos and kits,oxyglow combos and kits,2,12-12-2014,467
P-10325,B-2731,footwear,kids infant footwear,for boys,1.8,04-02-2020,490
P-2469,B-598,home furnishing,bath linen,towels,3.3,20-12-2016,944
P-6341,B-1656,home decor festive needs,festive decor,rakhi,4,25-06-2017,346
P-2701,B-698,home decor festive needs,flowers plants vases,artificial plants,4.3,25-02-2017,505
P-11693,B-3139,jewellery,necklaces chains,necklaces,2.5,12-01-2016,394
P-2354,B-3078,toys school supplies,school supplies,geometry pencil boxes,1.7,12-01-2019,304
P-4720,B-1256,home decor festive needs,wall decor clocks,wall decals stickers,2,29-12-2017,8498
P-9881,B-3078,clothing,women s clothing,ethnic wear,2.1,29-12-2016,491
P-7677,B-3078,clothing,men s clothing,t shirts,4.2,13-12-2012,498
P-4208,B-1083,pens stationery,office supplies,office supplies accessories,3.9,24-02-2016,374
P-7026,B-3078,footwear,women s footwear,wedges,4.6,29-12-2013,1012
P-7547,B-2015,mobiles accessories,mobile accessories,screen protectors,5,12-12-2014,593
P-6314,B-1645,computers,laptop accessories,adapters,1.4,12-12-2018,943
P-10693,B-2807,jewellery,bangles bracelets armlets,bangles,2.6,30-12-2019,428
P-5631,B-1501,kalpaveda copper bowl gold pack of 1,unknown,unknown,3.6,05-10-2014,2395
P-7865,B-3078,clothing,men s clothing,t shirts,3.5,13-12-2019,643
P-4420,B-3078,clothing,women s clothing,sports gym wear,3,01-06-2016,494
P-7163,B-1912,bags wallets belts,bags,sling bags,2.2,20-06-2018,449
P-10416,B-2741,automotive,accessories spare parts,car bike styling,2.4,25-03-2015,976
P-9084,B-3078,clothing,men s clothing,winter seasonal wear,1,12-12-2018,1247
P-8851,B-334,clothing,women s clothing,lingerie sleep swimwear,5,01-07-2017,124
P-10803,B-2861,tadd men s women s ankle length socks,unknown,unknown,3,05-10-2017,194
P-8110,B-2141,footwear,women s footwear,heels,1.1,13-03-2018,1489
P-2809,B-725,kitchen dining,kitchen tools,kitchen implements,2.7,12-01-2019,489
P-12286,B-3274,automotive,accessories spare parts,spares performance parts,1.1,31-12-2014,1196
P-8288,B-1936,furniture,pet furniture,unknown,1,29-12-2017,1248
P-3042,B-3078,clothing,women s clothing,western wear,2.8,01-07-2019,356
P-12513,B-3342,clothing,men s clothing,shirts,2.8,26-06-2014,1047
P-166,B-3078,toys school supplies,school supplies,geometry pencil boxes,1.2,12-01-2017,420
P-4927,B-1300,jewellery,necklaces chains,necklaces,3.2,12-01-2013,446
P-6217,B-1635,clothing,women s clothing,ethnic wear,1.9,03-03-2018,1713
P-3963,B-1020,jewellery,rings,unknown,2.1,01-01-2019,26833
P-10058,B-2650,watches,wrist watches,sitaram wrist watches,4.3,24-04-2014,104
P-3597,B-929,jewellery,necklaces chains,necklaces,3.4,12-01-2013,401
P-1360,B-3078,beauty and personal care,makeup,vanity boxes,2.6,01-04-2013,1997
P-10090,B-3078,watches,wrist watches,skmei wrist watches,4.4,12-04-2019,1170
P-775,B-133,automotive,accessories spare parts,car interior exterior,3.1,12-01-2018,1591
P-9065,B-2323,home furnishing,cushions pillows covers,cushion covers,2,12-12-2016,871
P-7111,B-1894,mobiles accessories,mobile accessories,chargers,4.3,03-07-2015,324
P-7912,B-2111,furniture,kids room furniture,kids tables seating,3,03-03-2015,1989
P-895,B-133,automotive,accessories spare parts,car interior exterior,4.7,12-01-2018,918
P-1685,B-3078,beauty and personal care,fragrances,deodorants,4.5,12-01-2013,421
P-8358,B-2196,clothing,women s clothing,sports gym wear,3.9,05-10-2016,616
P-6637,B-3078,watches,wrist watches,luba wrist watches,4,12-12-2017,197
P-5773,B-1517,jewellery,rings,unknown,2.4,01-01-2014,29150
P-3716,B-3078,footwear,men s footwear,formal shoes,1.8,29-12-2019,551
P-3494,B-2372,clothing,women s clothing,western wear,3.4,30-12-2017,421
P-7146,B-1906,baby care,infant wear,baby girls clothes,1.5,03-03-2017,765
P-12127,B-3235,jewellery,accessories,brooches,4.6,28-02-2017,287
P-651,B-133,automotive,accessories spare parts,car interior exterior,5,12-01-2015,1590
P-5386,B-1432,jewellery,jewellery sets,unknown,2.1,01-01-2016,993
P-10937,B-2895,computers,network components,routers,5,12-01-2017,799
P-6185,B-3078,clothing,women s clothing,western wear,4.5,12-01-2019,820
P-7357,B-1973,kitchen dining,kitchen tools,kitchen implements,1.2,03-02-2019,596
P-11076,B-2940,threads pals full sleeve self design men s swe,unknown,unknown,2.9,19-04-2020,699
P-3271,B-850,mobiles accessories,tablet accessories,cases covers,2.5,01-01-2020,1489
P-11614,B-334,clothing,women s clothing,lingerie sleep swimwear,2.6,01-07-2013,171
P-647,B-133,automotive,accessories spare parts,car interior exterior,2.6,12-01-2016,1595
P-5713,B-1517,jewellery,rings,unknown,3.4,01-06-2017,40173
P-3745,B-3078,home decor festive needs,wall decor clocks,clocks,1.7,01-07-2013,1095
P-10727,B-2824,jewellery,rings,unknown,4.4,01-01-2014,39991
P-2696,B-696,mobiles accessories,mobile accessories,screen protectors,4.4,03-12-2020,244
P-10123,B-3078,toys school supplies,school supplies,geometry pencil boxes,3,12-01-2014,244
P-8919,B-2307,jewellery,rings,unknown,3.6,01-01-2019,37912
P-9659,B-3078,clothing,women s clothing,lingerie sleep swimwear,3.3,01-02-2016,692
P-770,B-133,automotive,accessories spare parts,car interior exterior,4.6,12-01-2015,1599
P-9766,B-2546,home decor festive needs,table decor handicrafts,decorative platters,2.5,01-04-2019,1099
P-6068,B-1594,kitchen dining,cookware,pots pans,2.7,01-07-2017,486
P-6340,B-1656,home decor festive needs,festive decor,rakhi,2.3,25-06-2014,531
P-6269,B-3078,watches,wrist watches,lamex timewear wrist watches,4,01-07-2018,789
P-9275,B-2394,jewellery,bangles bracelets armlets,bracelets,5,20-12-2018,649
P-6718,B-3078,footwear,women s footwear,casual shoes,1.5,12-04-2016,1893
P-3218,B-3078,clothing,men s clothing,elite neckties men s clothing,3.9,01-06-2020,399
P-5903,B-3078,clothing,women s clothing,ethnic wear,4.5,30-12-2018,467
P-570,B-133,automotive,accessories spare parts,car interior exterior,4.4,12-01-2019,1596
P-1814,B-3078,footwear,women s footwear,casual shoes,2.7,12-01-2018,695
P-2253,B-3078,footwear,women s footwear,wedges,1.9,29-12-2015,993
P-8156,B-3078,ebooks,science,physics,1.1,01-07-2016,3752
P-3592,B-926,jewellery,bangles bracelets armlets,bangles,3.1,30-12-2018,299
P-6690,B-3078,clothing,women s clothing,western wear,4.1,12-01-2019,991
P-2796,B-720,home decor festive needs,wall decor clocks,wall decals stickers,3.8,17-06-2015,343
P-76,B-11,jewellery,bangles bracelets armlets,bracelets,1.6,20-12-2013,2245
P-9686,B-2372,clothing,women s clothing,western wear,4.2,30-12-2017,495
P-2112,B-473,tools hardware,tools,gardening tools,1.7,01-07-2016,598
P-11393,B-3078,footwear,women s footwear,casual shoes,2.2,12-04-2016,2641
P-12431,B-3309,clothing,women s clothing,ethnic wear,1.8,30-04-2015,289
P-9852,B-2577,jewellery,bangles bracelets armlets,bangles,3.5,30-12-2018,498
P-1763,B-376,clothing,kids clothing,infants wear,4.6,05-06-2014,748
P-8910,B-2307,jewellery,rings,unknown,2.1,01-01-2018,31193
P-6818,B-3078,clothing,men s clothing,winter seasonal wear,3,20-12-2018,899
P-271,B-3078,footwear,women s footwear,wedges,4.6,01-07-2015,398
P-4509,B-1193,jewellery,necklaces chains,necklaces,2.1,12-01-2015,296
P-5296,B-1413,computers,computer peripherals,printers inks,3.5,01-03-2013,1497
P-4890,B-1292,mobiles accessories,tablet accessories,cases covers,1.1,01-01-2020,589
